Latitude,Longitude,Motorista,Cidade,Nota,Contrato
-5.59591412544234,-39.8740839958179,Motorista 28148,Pedra Branca,4,2
-22.1035587787622,-42.4135994911182,Motorista 28149,Duas Barras,5,3
-24.112232923507,-49.9036788940415,Motorista 28150,Arapoti,8,2
-7.18647480010965,-34.838912487029,Motorista 28151,João Pessoa,5,1
-5.51446080207809,-45.2357125282274,Motorista 28152,Barra do Corda,9,2
-6.80331587791423,-37.2321939468373,Motorista 28153,Ipueira,8,3
-24.4755542278283,-50.8673858642563,Motorista 28154,Reserva,7,2
-6.97261691093425,-44.2007017135607,Motorista 28155,Porto Alegre do Piauí,5,1
-7.92951107025123,-38.2892417907704,Motorista 28156,Serra Talhada,8,2
-7.79323339462258,-35.5951023101796,Motorista 28157,Bom Jardim,9,3
-18.7093842029566,-40.7332491874683,Motorista 28158,Barra de São Francisco,6,3
-29.4935917854301,-51.530835628508,Motorista 28159,Salvador do Sul,2,3
-7.18109965324381,-41.7652559280383,Motorista 28160,Santa Cruz do Piauí,8,2
-6.81295037269572,-38.6541938781727,Motorista 28161,Ipaumirim,7,1
-25408,-52416,Motorista 28162,Laranjeiras do Sul,5,2
-24.006875753402,-50.135014057158,Motorista 28163,Arapoti,4,3
-5.68976998329146,-45.2958369255053,Motorista 28164,Barra do Corda,6,2
-7.19866275787333,-34.8845100402822,Motorista 28165,João Pessoa,9,1
-19.4427859783167,-43.7034416198718,Motorista 28166,Jaboticatubas,8,2
-7.13402152061442,-34.8505854606618,Motorista 28167,João Pessoa,5,3
-15.5336809158321,-58.022532463072,Motorista 28168,Mirassol d'Oeste,4,2
-27.9666745662681,-54.1187381744369,Motorista 28169,Independência,5,1
4596,-60168,Motorista 28170,Uiramutã,9,2
-20.353449583053,-43.3636808395373,Motorista 28171,Mariana,8,3
-20952,-41346,Motorista 28172,Muqui,5,1
-19.4764745235437,-42.0573377609241,Motorista 28173,Inhapim,6,2
-3.79346,-39.2703,Motorista 28174,Pentecoste,8,3
-20.39,-40496,Motorista 28175,Viana,5,1
-7.16378331184366,-34.9056458473195,Motorista 28176,João Pessoa,2,2
-28.9093744754783,-49.3642330169663,Motorista 28177,Araranguá,6,3
-9319,-36471,Motorista 28178,Quebrangulo,9,3
-6.96015000343303,-36.6506052017201,Motorista 28179,Tenório,8,2
-11.8714570999142,-42.7416229248034,Motorista 28180,Brotas de Macaúbas,6,1
-24.5173430442803,-47.8375411033617,Motorista 28181,Registro,9,1
-11.8121373653408,-49.5163893699632,Motorista 28182,Formoso do Araguaia,8,2
-7.7089476585386,-37.574701309203,Motorista 28183,Afogados da Ingazeira,7,3
-7.1854019165037,-34.8801755905141,Motorista 28184,João Pessoa,4,3
-18.7267327308649,-40.8957481384265,Motorista 28185,Barra de São Francisco,5,2
-7.10771441459635,-34.8784589767446,Motorista 28186,João Pessoa,6,1
-23766,-53325,Motorista 28187,Umuarama,9,1
-8.07797670364356,-41.634793281554,Motorista 28188,São Francisco de Assis do Piauí,8,2
-21.8029153347009,-43.353724479674,Motorista 28189,Juiz de Fora,5,3
-20.0011253356928,-44.4278955459582,Motorista 28190,Mateus Leme,6,3
-3.51646,-42.5474,Motorista 28191,Santa Quitéria do Maranhão,9,2
-22.845805,-43.322182,Motorista 28192,Rio de Janeiro,8,1
-16.6163384914393,-49.3498349189744,Motorista 28193,Goiânia,5,2
-2.91563630104056,-44.3493175506579,Motorista 28194,Bacabeira,6,3
-19.5239710807795,-45.7807588577257,Motorista 28195,Estrela do Indaiá,6,2
-30.0640654563895,-51.1050510406479,Motorista 28196,Viamão,6,1
-19.6803009510035,-40.2648496627796,Motorista 28197,Aracruz,6,2
-5.19955873489365,-45.6824612617479,Motorista 28198,Jenipapo dos Vieiras,8,3
-16.2491333484645,-47.9646778106676,Motorista 28199,Luziânia,7,2
-29.1041564941398,-49.6215963363633,Motorista 28200,Sombrio,5,1
-7.25858330726602,-41.0377764701831,Motorista 28201,Belém do Piauí,8,2
-14.9440348148342,-44.2815327644335,Motorista 28202,São João das Missões,4,3
-9.15002346038792,-44.6446609497057,Motorista 28203,Bom Jesus,5,2
-28.3198571205131,-48.7293863296495,Motorista 28204,Imbituba,8,1
-19.8377251625055,-44.1610050201403,Motorista 28205,Esmeraldas,5,2
-27.8228867053978,-54.6685695648177,Motorista 28206,Santo Cristo,9,3
-15.3340923786159,-49.1308379173265,Motorista 28207,Goianésia,8,3
-19.9366,-40.6004,Motorista 28208,Santa Teresa,7,3
-29.7367072105399,-50.8470654487595,Motorista 28209,Taquara,5,2
-29.639106988906,-50.798699855803,Motorista 28210,Taquara,8,1
-22.6966488361352,-50.2947235107407,Motorista 28211,Cândido Mota,9,2
-8.03583383560157,-34.9495267868032,Motorista 28212,Recife,6,3
-23.1002998352044,-48.6137938499437,Motorista 28213,Itatinga,2,2
-26.882148,-48.645079,Motorista 28214,Navegantes,8,1
-7.66865015029885,-39.1536211967457,Motorista 28215,Jardim,7,2
-17.3672842604555,-40.2227294468399,Motorista 28216,Medeiros Neto,5,3
-15.7430434226985,-47.8914213180528,Motorista 28217,Brasília,4,2
-2.65041947364799,-45.0642013549792,Motorista 28218,Palmeirândia,6,1
-7.01698064804057,-36.6764616966237,Motorista 28219,Assunção,9,2
-11.3207888603207,-40.1689982414234,Motorista 28220,Jacobina,8,3
-15.4486763477321,-39.6909642219532,Motorista 28221,Pau Brasil,5,1
-25095,-50162,Motorista 28222,Ponta Grossa,4,2
-10.7568705081937,-48.9034938812242,Motorista 28223,Fátima,5,3
-30.0282204151145,-51.232573986052,Motorista 28224,Porto Alegre,9,1
-23.5972380638116,-46.8727397918688,Motorista 28225,Cotia,8,2
-8.02747607231117,-34.9186706542959,Motorista 28226,Recife,5,3
-28.703455924987,-49.1262030601487,Motorista 28227,Jaguaruna,6,3
-8.92206788063023,-36.659939289092,Motorista 28228,Paranatama,8,2
-30.3064405918113,-52.3327088356003,Motorista 28229,Pantano Grande,5,1
-15.7796716690059,-48.3015418052659,Motorista 28230,Águas Lindas de Goiás,2,1
-12.6105129718777,-48.2839465141282,Motorista 28231,São Salvador do Tocantins,6,2
-8.9683842658994,-44.280717372893,Motorista 28232,Santa Luz,9,3
-26.8805730342857,-52.4004507064804,Motorista 28233,Xanxerê,8,3
-14.8017060756679,-44.9351763725268,Motorista 28234,Bonito de Minas,6,2
-11.7162859439846,-39.9545502662647,Motorista 28235,Mairi,9,1
-23.9820384979241,-48.3468818664537,Motorista 28236,Capão Bonito,8,1
-30.9260094165793,-52.2441744804367,Motorista 28237,Cristal,7,2
-28.4045612812034,-53.9085602760299,Motorista 28238,Ijuí,4,3
-3.84742498397816,-38.5164785385121,Motorista 28239,Fortaleza,5,3
-21.6375625133508,-41.0241723060596,Motorista 28240,São João da Barra,6,2
-8.11543107032752,-35.0998163223256,Motorista 28241,Moreno,9,1
-19.7793817520136,-43.9910602569567,Motorista 28242,Ribeirão das Neves,8,2
-1.0783767700195,-46.6338086128221,Motorista 28243,Augusto Corrêa,5,3
-4.79087591171251,-44.9055218696581,Motorista 28244,Poção de Pedras,6,2
-7.90437340736366,-35.7323670387258,Motorista 28245,Surubim,9,1
-28.6639094352714,-49.3992304801927,Motorista 28246,Criciúma,8,2
-3.23878884315481,-42.2348785400378,Motorista 28247,Magalhães de Almeida,5,3
-10.8788895606991,-37.0749735832204,Motorista 28248,Aracaju,6,2
-6.68901085853557,-35.535192489623,Motorista 28249,Belém,6,1
-21.3507699966424,-51.753802299498,Motorista 28250,Santa Mercedes,6,2
-16.4448595046992,-54.6242165565475,Motorista 28251,Rondonópolis,6,3
-10.6652462482449,-39.4898843765247,Motorista 28252,Cansanção,8,2
-27.069014310836,-49.3512511253343,Motorista 28253,Apiúna,7,1
-28.9903986454002,-51.404578685759,Motorista 28254,Nova Roma do Sul,5,2
-21.5495109558099,-46.0477137565599,Motorista 28255,Serrania,8,3
-15.9091258049007,-47.7532982826219,Motorista 28256,Brasília,4,3
-24.42,-52843,Motorista 28257,Juranda,5,3
-14.3187260627742,-57.9649186134322,Motorista 28258,Campo Novo do Parecis,8,2
-5.11646389961228,-36.6318297386159,Motorista 28259,Macau,5,1
-9.4004023075101,-36.922903060912,Motorista 28260,Cacimbinhas,9,2
-8.16226243972755,-70.7647633552531,Motorista 28261,Tarauacá,8,3
-12.2987008094784,-38.94618988037,Motorista 28262,Feira de Santana,7,2
-14.4435790316334,-40.0546737400692,Motorista 28263,Boa Nova,5,1
-14.5941352844234,-42.2026276588428,Motorista 28264,Caculé,8,2
-9.509707689285,-43.0190491676318,Motorista 28265,Campo Alegre de Lourdes,9,3
-23.7807011604302,-54.2840266227706,Motorista 28266,Eldorado,6,2
-8.083532,-34.92379,Motorista 28267,Recife,2,1
-22.9345178604119,-43.0715560913073,Motorista 28268,Niterói,8,2
-20.2807939052576,-50.2595758438096,Motorista 28269,Fernandópolis,7,3
-12.7186622276066,-39.6947349364339,Motorista 28270,Itatim,5,1
-11.0981547832486,-43.1554555892932,Motorista 28271,Barra,4,2
-21.1625111103052,-50.450742244719,Motorista 28272,Araçatuba,6,3
-16.439226865768,-51.0968327522263,Motorista 28273,Iporá,9,1
-15.8165252208705,-44.2670702934252,Motorista 28274,Lontra,8,2
-22.0413422584527,-48.3388137817369,Motorista 28275,Trabiju,5,3
-11.7160820960995,-61.7830324172956,Motorista 28276,Rolim de Moura,4,3
-19.9400460720056,-44.0578150749194,Motorista 28277,Contagem,5,2
-19.8404610157007,-44.6034407615649,Motorista 28278,Pará de Minas,9,1
-27.1870100498192,-49.3026280403123,Motorista 28279,Apiúna,8,1
-3.61674427986134,-45.3399324417101,Motorista 28280,Pindaré-Mirim,5,2
-16.7651045322413,-43.8584733009326,Motorista 28281,Montes Claros,6,3
-12.8262805938717,-39.3595075607288,Motorista 28282,Castro Alves,8,3
-1.18201732635495,-47.1828246116624,Motorista 28283,Capanema,5,2
-27.9033958911888,-55.1397156715377,Motorista 28284,Porto Xavier,2,1
-11.4120805263516,-40.2919292449939,Motorista 28285,Serrolândia,6,1
-5.31227588653549,-44.4848656654345,Motorista 28286,Presidente Dutra,9,2
-21.4996755123132,-41.6120266914356,Motorista 28287,Cardoso Moreira,8,3
-27.6549267768852,-51.6640877723679,Motorista 28288,Machadinho,6,3
-4.49676632881151,-38.8609600067127,Motorista 28289,Capistrano,9,2
-29.1691517829887,-51.7367005348191,Motorista 28290,Santa Tereza,8,1
-8.69093656539892,-39.7110056877125,Motorista 28291,Santa Maria da Boa Vista,7,2
-3.77734422683705,-43.1001162528979,Motorista 28292,Buriti,4,3
-21.1372876167291,-48.9493489265428,Motorista 28293,Catanduva,5,2
-4.30603981018054,-41.7731738090503,Motorista 28294,Piripiri,6,1
-25.8915781974785,-49.583723545073,Motorista 28295,Quitandinha,9,2
-21.7329311370843,-43.3610200881945,Motorista 28296,Juiz de Fora,8,3
-18.9284026622767,-54.8540496826156,Motorista 28297,Rio Verde de Mato Grosso,5,2
-25.9931159019463,-49.0600275993333,Motorista 28298,Tijucas do Sul,6,1
-21.4163124561304,-50.065319538115,Motorista 28299,Penápolis,9,2
-26.2429583072655,-50.795459747313,Motorista 28300,Irineópolis,8,3
-10.2967751026151,-36.8792152404774,Motorista 28301,São Francisco,5,2
-16496,-49426,Motorista 28302,Goianira,6,1
-24956,-53455,Motorista 28303,Cascavel,6,2
-7.19261169433573,-42.3035430908191,Motorista 28304,Oeiras,6,3
-20.8523190021509,-50.0915408134446,Motorista 28305,Monções,6,3
-24.6021008491509,-51.4572358131394,Motorista 28306,Cândido de Abreu,8,3
-23.9800000190728,-55.0412893295272,Motorista 28307,Sete Quedas,7,2
-23.0042123794549,-46.8193316459642,Motorista 28308,Itatiba,5,1
0.0319182872772208,-51.0822844505295,Motorista 28309,Macapá,8,2
-20.5152940750116,-54.6095180511459,Motorista 28310,Campo Grande,4,3
-8.77952456474279,-50.4720711708054,Motorista 28311,Santa Maria das Barreiras,5,2
-15.6354546546931,-46.4360976219164,Motorista 28312,Buritis,8,1
-19.7509396076197,-44.0686297416674,Motorista 28313,Ribeirão das Neves,5,2
-5.11409282684311,-42.7514076232898,Motorista 28314,Teresina,9,3
-15762,-48282,Motorista 28315,Águas Lindas de Goiás,8,2
-14.3993210792537,-41.6408443450916,Motorista 28316,Brumado,7,1
-25.4549360275261,-49.3546414375291,Motorista 28317,Curitiba,5,2
-26.3198733329765,-48.8747406005845,Motorista 28318,Joinville,8,3
-24.5779716968529,-47.9465031623826,Motorista 28319,Registro,9,1
-23.5291314125054,-46.3249254226671,Motorista 28320,Suzano,6,2
-13.8230109214779,-55.7006621360763,Motorista 28321,Nova Mutum,2,3
-21.9455337524408,-50.4937648773179,Motorista 28322,Tupã,8,1
-27.8258800506584,-50.3177690505967,Motorista 28323,Lages,7,2
-25.4009270668022,-49.2395210266099,Motorista 28324,Curitiba,5,3
-11.1149239540097,-37.6462411880482,Motorista 28325,Boquim,4,3
-10004,-36024,Motorista 28326,Jequiá da Praia,6,2
-15.5679059028621,-40.4244732856739,Motorista 28327,Macarani,9,1
-23.9928853511803,-49.8232769966111,Motorista 28328,Arapoti,8,1
-21.2563884258264,-45.0143122673022,Motorista 28329,Lavras,5,2
-7.37651467323282,-36.9491028785695,Motorista 28330,Livramento,4,3
-15.8228981494899,-50.6145071983323,Motorista 28331,Itapirapuã,5,3
-26.6529822349541,-51.2292695045456,Motorista 28332,Calmon,9,2
-31.7098903655997,-52.3481154441818,Motorista 28333,Pelotas,8,1
-11.1969673633572,-40.5323624610889,Motorista 28334,Jacobina,5,1
-21.3745772838586,-42.6819491386401,Motorista 28335,Cataguases,6,2
-7.084057331085,-37.4436163902272,Motorista 28336,Santa Teresinha,8,3
-29.7271585464469,-52.4442028999313,Motorista 28337,Santa Cruz do Sul,5,3
-4.8603236675261,-43.3766841888415,Motorista 28338,Caxias,2,2
-6.40819430351239,-37.3628711700429,Motorista 28339,Jardim de Piranhas,6,1
-19.8831188678736,-47.4544572830186,Motorista 28340,Sacramento,9,2
-22.7242863178247,-47.3476409912096,Motorista 28341,Americana,8,3
-27.4184525012962,-51.7719125747666,Motorista 28342,Piratuba,6,2
-20.9614956378931,-45.4779696464525,Motorista 28343,Aguanil,9,1
-3.02375078201285,-60.0008225440962,Motorista 28344,Manaus,8,2
-29.6533656120292,-51.1017036437973,Motorista 28345,Novo Hamburgo,7,3
-9.8764193058011,-38.9968729019154,Motorista 28346,Canudos,4,2
-17.8467321395869,-40.3581047058094,Motorista 28347,Nanuque,5,1
-22.889145612716,-46.6070079803453,Motorista 28348,Bragança Paulista,6,2
-24.08,-54256,Motorista 28349,Guaíra,9,3
-4.89260673522935,-42.8776216506946,Motorista 28350,Teresina,8,2
-20.5233836174005,-49.0607142448411,Motorista 28351,Altair,5,1
-15.8140683174129,-54.9175429344161,Motorista 28352,Dom Aquino,6,2
-18.4056401252741,-40.6878232955921,Motorista 28353,Ecoporanga,9,3
-23.483844995498,-46.7032241821275,Motorista 28354,São Paulo,8,3
-10855,-37126,Motorista 28355,Nossa Senhora do Socorro,5,3
-23.3099949359887,-47.1306180953966,Motorista 28356,Cabreúva,6,2
-5.74876785278304,-35.270447731017,Motorista 28357,Natal,6,1
3.45399856567373,-61.3873529434186,Motorista 28358,Amajari,6,2
-22.2136259078973,-49.6567010879502,Motorista 28359,Garça,6,3
-20.7969582080835,-50.1887226104722,Motorista 28360,Gastão Vidigal,8,2
-29.9979758262626,-51.0876274108872,Motorista 28361,Alvorada,7,1
-17.930320501327,-41.9123268127429,Motorista 28362,Franciscópolis,5,2
-20.4028344154352,-42.4598193168628,Motorista 28363,Abre Campo,8,3
-26.2785029411308,-48.810539245604,Motorista 28364,Joinville,4,2
-17.8920507431025,-39.8552441596973,Motorista 28365,Nova Viçosa,5,1
-24618,-53.32,Motorista 28366,Cafelândia,8,2
-27.8212988376609,-52.4402976036057,Motorista 28367,Quatro Irmãos,5,3
-13.3442473411556,-41.3193011283863,Motorista 28368,Ibicoara,9,1
-10.0049185752866,-67.8017592430095,Motorista 28369,Rio Branco,8,2
-17.348227500915,-44.9183964729296,Motorista 28370,Pirapora,7,3
-22786,-43312,Motorista 28371,Duque de Caxias,5,1
-14.4643485546108,-56.8368244171126,Motorista 28372,Arenápolis,8,2
-9.29106473922702,-36.236708164214,Motorista 28373,Chã Preta,9,3
-25.2191698551171,-49.3514871597276,Motorista 28374,Itaperuçu,6,3
-7.05022931098917,-35.623812675475,Motorista 28375,Alagoa Grande,2,2
-22.7283740043634,-44.8479294776904,Motorista 28376,Silveiras,8,1
-23.6801505088799,-46.1834335327135,Motorista 28377,Mogi das Cruzes,7,1
-29614,-50925,Motorista 28378,Araricá,5,2
-23.0067014694207,-49.9109530448899,Motorista 28379,Jacarezinho,4,3
-24.4685590267174,-49.8404645919785,Motorista 28380,Piraí do Sul,6,3
-27.6615786552421,-52.2623491287216,Motorista 28381,Erechim,9,2
-10.9300768375394,-37.6733636856068,Motorista 28382,Lagarto,8,1
-23.3049523830407,-45.9574413299547,Motorista 28383,Jacareí,5,1
-8.89202713966344,-35.1489758491506,Motorista 28384,São José da Coroa Grande,4,2
-23.1221115589135,-50.8099436759934,Motorista 28385,Leópolis,5,3
-12.7595901489254,-56.3772439956649,Motorista 28386,Tapurah,9,3
-22.8698873519891,-43.7762904167163,Motorista 28387,Itaguaí,8,2
-12.2427821159359,-38.9430356025685,Motorista 28388,Feira de Santana,5,1
-8.80618572235082,-35.9310007095326,Motorista 28389,São Benedito do Sul,6,2
-12.9019306569559,-43.8908678378364,Motorista 28390,Serra Dourada,8,3
-22.5923967361444,-43.194680213927,Motorista 28391,Magé,5,2
-7.33275175094583,-35.181827545165,Motorista 28392,Pedras de Fogo,2,1
-29.6100103855124,-52.1860885620102,Motorista 28393,Venâncio Aires,6,2
-22.7935409545892,-43.6525011062609,Motorista 28394,Seropédica,9,3
-10.3469431400296,-38.1128382682789,Motorista 28395,Sítio do Quinto,8,2
-20849,-41113,Motorista 28396,Cachoeiro de Itapemirim,6,1
-7.69915223121621,-37.4927759170521,Motorista 28397,Ingazeira,9,2
-19.4380223751062,-44.24595594406,Motorista 28398,Sete Lagoas,8,3
-19.5956826210016,-41.4618015289295,Motorista 28399,Pocrane,7,2
-7.89219617843605,-40.0869226455677,Motorista 28400,Ouricuri,4,1
-16.6561424732203,-49.5053172111497,Motorista 28401,Trindade,5,2
-18593,-39732,Motorista 28402,Conceição da Barra,6,3
-3.8479185104369,-38.587245941161,Motorista 28403,Maracanaú,9,3
-11.6777950093823,-38.0013493076414,Motorista 28404,Acajutiba,8,3
-7.74755001068093,-35.6064963340749,Motorista 28405,Orobó,5,2
-9884,-36829,Motorista 28406,Girau do Ponciano,6,1
-20.7146465778345,-46.605870723723,Motorista 28407,Passos,9,2
-20.2766418457025,-45.0029611587511,Motorista 28408,São Sebastião do Oeste,8,3
-3.28318476676931,-60.1862168312055,Motorista 28409,Iranduba,5,2
-20.6882321834558,-44.82949733734,Motorista 28410,Oliveira,6,1
-8.51595997810339,-35.3083419799794,Motorista 28411,Ribeirão,6,2
-22.2409629821771,-54.7885823249801,Motorista 28412,Dourados,6,3
-2.58879303932182,-49.5099306106553,Motorista 28413,Mocajuba,6,2
-6.45403861999493,-36.2090063095082,Motorista 28414,Nova Floresta,8,1
-6.24448,-38.9143,Motorista 28415,Orós,7,2
-3.26325058937063,-42.132074832915,Motorista 28416,Magalhães de Almeida,5,3
-4.23517584800708,-38.8616895675648,Motorista 28417,Pacoti,8,1
-28.2201433181754,-48.7111902236924,Motorista 28418,Imbituba,4,2
-4.10515308380115,-38.4029889106739,Motorista 28419,Horizonte,5,3
-5.73147296905501,-35.2332615852346,Motorista 28420,Natal,8,1
-19.975590705871,-44.0671277046191,Motorista 28421,Ibirité,5,2
-21.847600936889,-46.5637063980089,Motorista 28422,Poços de Caldas,9,3
-6.75923109054546,-39.1228294372547,Motorista 28423,Lavras da Mangabeira,8,3
-5.81297993659956,-39.1929101943958,Motorista 28424,Deputado Irapuan Pinheiro,7,2
-14.9786782264705,-40.6273555755603,Motorista 28425,Barra do Choça,5,1
-21.9667553901666,-46.8164992332445,Motorista 28426,São João da Boa Vista,8,1
-11.0158860683438,-38.142020702361,Motorista 28427,Itapicuru,9,2
-26.2820327281944,-48.8822507858262,Motorista 28428,Joinville,6,3
-4.52501535415636,-39.0056705474842,Motorista 28429,Itapiúna,2,3
-25095,-50162,Motorista 28430,Ponta Grossa,8,2
-20.0851643085474,-44.5788073539721,Motorista 28431,Itaúna,7,1
-3.96987318992603,-39.2443442344654,Motorista 28432,Apuiarés,5,1
-12.8357105846903,-39.0327894760525,Motorista 28433,Maragogipe,4,2
-30.101970434188,-51.2251281738266,Motorista 28434,Porto Alegre,6,3
-22.2368752956384,-49.9181628227219,Motorista 28435,Marília,9,3
-7.42564201354959,-38.2649087905873,Motorista 28436,Diamante,8,2
-5.99916815757734,-38.1667613983143,Motorista 28437,São Francisco do Oeste,5,1
-23.690611124038,-46.4532208442674,Motorista 28438,Mauá,4,2
-23.4328615665429,-46.5495872497545,Motorista 28439,Guarulhos,5,3
-23.6138141155236,-47.0432639121996,Motorista 28440,Vargem Grande Paulista,9,2
-28.3393406867973,-49.1733884811387,Motorista 28441,São Ludgero,8,1
-9925,-36476,Motorista 28442,Junqueiro,5,2
-21.2581050395959,-48.4982657432542,Motorista 28443,Monte Alto,6,3
-15.2438414096828,-40.6280851364124,Motorista 28444,Itambé,8,2
-23.4501564502709,-46.6888046264635,Motorista 28445,São Paulo,5,1
-3.75927686691273,-38.6340451240528,Motorista 28446,Caucaia,2,2
-27.0822858810417,-52.6198554038986,Motorista 28447,Chapecó,6,3
-24.6906566619866,-51.198348999022,Motorista 28448,Cândido de Abreu,9,2
-23.1079602241509,-47.1819019317613,Motorista 28449,Indaiatuba,8,1
-23.5920238494866,-46.4847421646105,Motorista 28450,São Paulo,6,2
-21.0335934162134,-47.778704166411,Motorista 28451,Jardinópolis,9,3
-13.8659369945522,-41.9285702705371,Motorista 28452,Livramento de Nossa Senhora,8,3
-27.7807116508476,-48.5077071189866,Motorista 28453,Florianópolis,7,3
-27.1757984161369,-49.603528976439,Motorista 28454,Rio do Sul,4,2
-20.3564321994776,-50.1770710945115,Motorista 28455,Meridiano,5,1
-28.114700317382,-48.6473321914659,Motorista 28456,Garopaba,6,2
-23.6831438541405,-52.6322579383835,Motorista 28457,Cianorte,9,3
-19.7695004940027,-44.0730285644518,Motorista 28458,Ribeirão das Neves,8,2
-24.2753326892846,-47.2328639030443,Motorista 28459,Pedro de Toledo,5,1
-12.5219893455502,-55.7565593719466,Motorista 28460,Sorriso,6,2
-14957,-54966,Motorista 28461,Nova Brasilândia,9,3
-6.12273216247541,-38.1375145912159,Motorista 28462,Pau dos Ferros,8,2
-19.5822286605829,-40.1919364929188,Motorista 28463,Aracruz,5,1
-6.10956788063032,-38.2090759277333,Motorista 28464,Pau dos Ferros,6,2
-28.4425520896903,-48.8220405578599,Motorista 28465,Laguna,6,3
-12.5359112035953,-40.3073264829325,Motorista 28466,Itaberaba,6,1
-26.468360424041,-49.1211390495286,Motorista 28467,Jaraguá do Sul,6,2
-6.46548,-35.9473,Motorista 28468,Japi,8,3
-29.5584905147544,-53.1227159500107,Motorista 28469,Agudo,7,1
-14.6018493175502,-40.1980090141285,Motorista 28470,Iguaí,5,2
-23.298525810241,-51.1458206176743,Motorista 28471,Londrina,8,3
-5.91731786727888,-35.5857038497914,Motorista 28472,São Pedro,4,3
-3.08177232742301,-60.0438237190229,Motorista 28473,Manaus,5,2
-22.7517843246453,-42.849597930907,Motorista 28474,Itaboraí,8,1
-22.6808989047998,-42.7785301208484,Motorista 28475,Itaboraí,5,1
-20.9469902515405,-48.4669804573045,Motorista 28476,Bebedouro,9,2
-21.858222484588,-51.8571424484238,Motorista 28477,Presidente Venceslau,8,3
-8.49898695945715,-35.9269666671742,Motorista 28478,Agrestina,7,3
-1.98779582977289,-54.0672183036789,Motorista 28479,Monte Alegre,5,2
-27.8466403484336,-54.8070144653304,Motorista 28480,Santo Cristo,8,1
-23616,-53205,Motorista 28481,Maria Helena,9,1
-26.9654703140251,-52.5221800804123,Motorista 28482,Xaxim,6,2
-21.8806564807885,-45.0876975059496,Motorista 28483,Conceição do Rio Verde,2,3
-22.07290649414,-42.8806686401355,Motorista 28484,Sapucaia,8,3
-2.95593380928031,-45.1017522811877,Motorista 28485,Matinha,7,2
-30.0352799892417,-51.1069393157944,Motorista 28486,Porto Alegre,5,1
-20.6064462661737,-42.1433401107776,Motorista 28487,Divino,4,2
-8.01196217536903,-34.9319100379934,Motorista 28488,Recife,6,3
-9.17950630187962,-40.9735965728748,Motorista 28489,Casa Nova,9,2
-28.2366549968711,-54.7870802879318,Motorista 28490,Rolador,8,1
-7.18389987945536,-35.9019470214833,Motorista 28491,Puxinanã,5,2
-6.28140091896039,-35.8192706108083,Motorista 28492,Tangará,4,3
-7.37746953964212,-36.9494032859792,Motorista 28493,Livramento,5,2
-6.71530723571758,-35.0384473800649,Motorista 28494,Marcação,9,1
-5.89036703109724,-42.634205818175,Motorista 28495,Água Branca,8,2
-5.92880845069868,-42.6213312149035,Motorista 28496,Água Branca,5,3
-20.7815730571741,-49.3684387207017,Motorista 28497,São José do Rio Preto,6,2
-3.11467766761771,-60.044918060301,Motorista 28498,Manaus,8,1
-3.84827256202687,-40.9187293052661,Motorista 28499,Ubajara,5,2
-1.36960029602047,-48.4213399887071,Motorista 28500,Ananindeua,2,3
-24.1575300693505,-46.8392443656908,Motorista 28501,Itanhaém,6,3
-6.55522227287273,-41.5719223022449,Motorista 28502,Lagoa do Sítio,9,3
-23.158214092254,-47.0401310920702,Motorista 28503,Itupeva,8,2
-22.8447389602654,-43.0718994140612,Motorista 28504,São Gonçalo,6,1
-20.4290235042566,-48.0135369300828,Motorista 28505,Ipuã,9,2
-20.5171179771417,-47.3863291740404,Motorista 28506,Franca,8,3
-22.788466215133,-43.4195137023913,Motorista 28507,Mesquita,7,2
-18716,-39859,Motorista 28508,São Mateus,4,1
-22.4076569080346,-43.1204581260669,Motorista 28509,Petrópolis,5,2
-7.13363528251627,-34.9266529083242,Motorista 28510,Bayeux,6,3
-21.6570031642908,-41.9995951652515,Motorista 28511,Itaocara,9,2
-28.7377130985252,-51.7008233070359,Motorista 28512,Nova Bassano,8,1
-7.55344390869119,-40.7185292243946,Motorista 28513,Simões,5,2
-5.0206875801085,-38.8558530807484,Motorista 28514,Quixadá,6,3
-5.67492127418502,-38.9100122451771,Motorista 28515,Solonópole,9,1
-2.1522688865661,-45.7275438308703,Motorista 28516,Governador Nunes Freire,8,2
-5.96367716789228,-37.8543376922596,Motorista 28517,Umarizal,5,3
-10.4992604255673,-38.2392454147328,Motorista 28518,Cícero Dantas,6,1
-2.56474971771233,-57.8767275810225,Motorista 28519,São Sebastião do Uatumã,6,2
-27645,-48668,Motorista 28520,Palhoça,6,3
-20.7681834697717,-49.3843817710862,Motorista 28521,São José do Rio Preto,6,3
-19539,-40631,Motorista 28522,Colatina,8,2
-16.2697112560267,-56.6444778442366,Motorista 28523,Poconé,7,1
-21.268554925918,-48.3239221572862,Motorista 28524,Jaboticabal,5,1
-23.3091259002679,-51.1469149589524,Motorista 28525,Londrina,8,2
-13.2844448089596,-50.1593685150132,Motorista 28526,São Miguel do Araguaia,4,3
-16.4459967613215,-51.8085837364182,Motorista 28527,Piranhas,5,3
-7.10324048995951,-35.3247141838064,Motorista 28528,Caldas Brandão,8,2
-22.3467063903802,-46.0137462615953,Motorista 28529,Pouso Alegre,5,1
-8.00824999809242,-43.8731503486621,Motorista 28530,Manoel Emídio,9,1
-15.7454466819759,-47.7696919441209,Motorista 28531,Brasília,8,2
-10.2918398380277,-36.5808033943166,Motorista 28532,Penedo,7,3
